Muscle,k_l,k_v,e_v,k_a,k_c,max_rate,frac_zero
0,"[9.465316269154734, 39.229684266774115, 75.78266388815103, 51.11714018927723, 38.65942848803855, 9.224392729496039, 5.014386060350123, 57.290988089046024, 15.591184877721027, 73.62019956185455, 38.3844485102854, 71.9263668590627, 9.991365417496368, 39.506515254197964, 39.83153764377887, 36.28372479205937, 25.283597327506357, 8.814493448143395, 51.40343605932584, 59.55548474643204, 32.18979941299829, 68.18013057400805, 31.219580071359903, 35.00282874756836, 50.25546071444532, 0.9008793188093733, 34.9767088408567, 28.351262071636324, 6.601928516255732, 24.882011914446473]","[19.589468118119076, 25.13704505783722, 2.2218681313029585, 11.99365623490708, 6.917228984507524, 18.352466564021874, 3.397608847790371, 12.377478968907615, 22.951277325097088, 24.23632892212709, 11.856339326067115, 11.182877727935004, 7.380169326190986, 8.44785134152146, 4.82328241447758, 5.4265318347127085, 10.598206319390354, 22.03852567742477, 20.912165964570356, 15.045882469771964, 6.743460458639596, 25.355243704323254, 11.193787846713954, 30.021783503271358, 11.161048192013586, 5.044692282681515, 8.082948509624034, 18.168473330297772, 21.288421881958314, 23.99642409804882]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6231761375323659, 0.45144160296049396, 0.766040263999229, 0.6017230080427822, 0.5766608205223642, 0.422704073787882, 0.4179130362554173, 0.7228167647319005, 0.10973969136552775, 0.4614053623859151, 0.15605857817685242, 1.0893317721794151, 0.38717248461881937, 0.08591889137196329, 0.47513142930224905, 0.4285709795561946, 1.0447674891240304, 0.7483991626482212, 0.6531532249443552, 1.1133835553399214, 0.32962402411601, 1.063655598211139, 0.18766068141943484, 0.8300016668554582, 0.10444015877347157, 0.36969476394933753, 0.5710899109675817, 0.17012424197739762, 0.4233408366594231, 0.7492342455554208]","[3.3643161578141996, 15.640563502104552, 9.604292213704756, 7.063270915312414, 6.7717107287146545, 1.9876539366523005, 6.154792567646424, 6.551531010887346, 5.383277576541712, 11.115078331387668, 4.2543809407424185, 12.517160236880006, 4.055084660672918, 4.667639602271839, 5.047937971734856, 3.8952614513344725, 5.975767518512364, 6.89216942969175, 7.75065640842386, 6.227923497357346, 4.895657588099597, 11.460146557426617, 5.027126345635034, 15.839337395154637, 7.188347151266315, 5.956715800045153, 5.310069304620574, 7.621119756368014, 9.964089386516914, 4.183908122644249]","[114.90911, 157.265, 110.675575, 93.70143, 88.01518, 103.8125, 67.47001, 108.99866, 151.54063, 141.41306, 70.886185, 165.21819, 62.530087, 54.4848, 70.4364, 63.354584, 158.50491, 136.99168, 120.852844, 166.03731, 51.977123, 173.14053, 66.77613, 173.19267, 72.22383, 61.695587, 86.8389, 117.2126, 131.75613, 137.94916]","[0.13580078125, 0.027838541666666668, 0.2134375, 0.20707986111111112, 0.11262977430555556, 0.22559939236111112, 0.0021328125, 0.26825, 0.10227560763888889, 0.19282074652777778, 0.2923650173611111, 0.11133203125, 0.036073784722222224, 0.2610256076388889, 0.21937065972222222, 0.27800130208333335, 0.07213237847222222, 0.07403472222222222, 0.20334982638888888, 0.30162369791666666, 0.16908854166666668, 0.1605412326388889, 0.17450260416666666, 0.03685243055555556, 0.19651996527777776, 0.007938802083333333, 0.17234505208333334, 0.07201953125, 0.046290798611111114, 0.22499869791666666]"
1,"[4.228775781313043, 11.84191070345264, 17.57564713924829, 24.508449565267625, 127.46631356567235, 4.990661271123635, 11.753954410881637, 3.264507404644199, 25.827107438821784, 43.69734758557867, 23.796452481853194, 35.29836466587691, 11.42168107116356, 19.604289640030117, 15.048290986711194, 56.88487592521533, 60.659327290815504, 23.826885224763544, 16.48062971513079, 20.087658235829146, 24.742682440267362, 128.47453378862724, 39.66262535473639, 90.18074757084737, 0.8093197018861247, 3.835264103185178, 62.091365854232514, 12.733567286307753, 61.84004798924011, 2.5888257695398416]","[3.3943637810147393, 37.159054284185835, 33.45742210596345, 14.339698731496746, 20.339800491771683, 35.51544859886975, 0.6071146833977004, 13.849548274247981, 24.83555006752994, 45.1695206233933, 16.287870234752152, 34.473002350920424, 0.6872948397290379, 41.6054743625025, 28.97589006259112, 0.2764119849667672, 6.109006535306364, 3.3283543182061877, 9.087784374467914, 9.906988958011464, 18.882282235564073, 27.75544929775135, 9.02250420606299, 18.515980303511245, 3.3016304289975835, 16.38999512542441, 35.457858879213056, 20.13837073820383, 26.88866018087169, 16.79992403521714]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.7899378410439679, 0.5688501042835421, 0.4031158294836077, 1.537369280701813, 1.512797506000786, 0.4739135883238852, 1.1910142630248215, 1.0864271681603466, 1.0444573905090198, 0.236304135592583, 0.5822758060859665, 0.02143094509031762, 0.713427287249667, 0.9071598390231088, 0.8540814274605282, 1.5970172771102682, 1.589462358704071, 1.6335913756049498, 1.0086085709932537, 1.9443584776596428, 0.7316498878569134, 1.2995739877879091, 2.2582264594031916, 2.2107576022935405, 2.1551880993645494, 0.19550135323759132, 0.4123747452881208, 0.3461824196582657, 0.3713710198926172, 0.2644095915826292]","[3.463580176833513, 0.6182558283326118, 0.2694484312194767, 9.635650239433199, 6.875873412285775, 1.0508388296644222, 7.60032906023436, 5.7716623742195825, 3.0690439693906995, 15.866699673246748, 5.818692118565789, 1.9242762197346552, 5.029910341612693, 13.292208771450028, 6.729322669605782, 4.452462713289599, 7.0182953103813706, 9.626916153227278, 0.07163576289535856, 7.388460390694091, 0.1845964541387164, 3.2257879664642073, 10.255752416506198, 16.45784617816918, 12.700076012036185, 0.05761762321731334, 0.1265384102517384, 0.14210510268516874, 7.863971016332605, 0.42631702143854167]","[60.576973, 122.957306, 109.74001, 132.13148, 139.52074, 116.89862, 84.74053, 102.70874, 114.995415, 163.64923, 71.4915, 115.24213, 50.92022, 157.3465, 118.71495, 102.34577, 112.52469, 118.24263, 79.70721, 148.73044, 80.24937, 140.47742, 166.77832, 177.2184, 160.2652, 53.373283, 124.914505, 67.19851, 109.76928, 55.739536]","[0.04118359375, 0.2766527777777778, 0.2682560763888889, 0.03902300347222222, 0.1645859375, 0.26632942708333335, 0.01167404513888889, 0.065828125, 0.16431640625, 0.061825086805555554, 0.0758359375, 0.20962934027777777, 0.007409288194444444, 0.06519835069444445, 0.08357899305555555, 0.13778776041666665, 0.10925868055555556, 0.015616319444444445, 0.23128862847222223, 0.04813888888888889, 0.23015104166666667, 0.19006857638888888, 0.046013020833333335, 0.07566840277777778, 0.02806901041666667, 0.3181814236111111, 0.2239670138888889, 0.2608958333333333, 0.12619227430555555, 0.2764474826388889]"
2,"[32.66887002628783, 4.292897288535446, 17.659657754330148, 2.628369842812866, 16.096457588248015, 3.007975903797224, 2.6968239564318353, 15.213915583866406, 10.165017428315824, 20.457573538617048, 24.005504898443462, 16.915411676969974, 14.641077700921642, 29.629907851583095, 2.1080971823913472, 9.95442008097821, 0.21116396649181013, 5.929427801072379, 5.777246728399469, 8.702985568283427, 4.363764838420039, 43.62021950192646, 29.047846539135783, 1.3867675149855074, 7.729245687419137, 22.365273308572753, 0.48403490714522945, 1.7094245194233224, 3.3856205725994, 4.6888439863380285]","[23.4586234999493, 4.979978420455387, 2.746699070247253, 21.756024465682405, 37.04134361435116, 8.390619209617885, 11.399355575406801, 16.250971707577477, 25.523119588216694, 46.11980221066364, 42.8110004994541, 0.08987739071391943, 31.399643065068478, 7.995018175118645, 19.44395073439937, 48.94651997674245, 35.47209408274038, 36.86030611943703, 9.912045577011309, 19.10271199421126, 44.45634173750261, 43.40778499465104, 7.722452174040704, 1.816233862731016, 70.92057264410222, 33.9861348882607, 2.351034322381974, 1.235039376221291, 15.880985718080915, 50.44304691187028]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.957535236720204, 1.9924173109651977, 6.077152778299384, 2.102729227677555, 4.158115654582124, 1.9290122172088688, 4.519322344399958, 2.9026410648591314, 0.22269858747311844, 3.3153954043308707, 3.2552491164957438, 4.094550952484633, 5.025116092364568, 4.180063428802032, 2.097869835581751, 0.6984255261955035, 3.279183434730034, 3.2224305126239066, 3.0263211110153465, 0.8871872387379036, 3.720829801973075, 4.719072956691002, 4.429954810078552, 2.569443344736163, 0.6932758930831291, 2.8608533149366924, 2.5783982454365297, 3.5058850694704486, 3.0401266711259263, 2.536928466943529]","[12.890386261911866, 2.6556291737014863, 8.457026831606246, 3.178538029356818, 10.459573360148198, 2.8271426680254446, 2.4705344896685997, 6.226436269347003, 5.990645942433724, 12.143746991903168, 13.585494433882086, 7.832610408137452, 6.98826728835318, 10.75203079598623, 4.237187233256035, 4.7230000929049245, 14.839322612461029, 2.890168569028059, 7.058295296086915, 6.073306960101625, 11.816983275826894, 17.719177857153845, 11.385389639561993, 5.807817773161209, 4.999527292901195, 11.287719054079052, 6.024185170752331, 5.11010074687223, 8.494427755934764, 9.599243441536759]","[152.53033, 56.382202, 151.73637, 87.02347, 160.74739, 60.89898, 128.02779, 93.81156, 65.77512, 156.81682, 149.43785, 99.29729, 169.49965, 109.356606, 84.27535, 123.394005, 150.16858, 136.54376, 92.64172, 57.142345, 170.63681, 178.05789, 115.91341, 70.413864, 177.96036, 123.763145, 72.07361, 91.573814, 104.77481, 155.57233]","[0.24563064236111112, 0.13966015625, 0.18208984375, 0.13052213541666666, 0.11149262152777778, 0.10565798611111112, 0.2026579861111111, 0.23938671875, 0.12214626736111112, 0.11824348958333333, 0.11184852430555556, 0.16330338541666667, 0.21984375, 0.3416666666666667, 0.08228819444444445, 0.2703111979166667, 0.02587673611111111, 0.2912074652777778, 0.054422743055555556, 0.07848046875, 0.055737413194444446, 0.22469835069444444, 0.23417621527777777, 0.03584765625, 0.2448515625, 0.13575130208333333, 0.031288628472222225, 0.06706206597222222, 0.03833333333333333, 0.07761024305555556]"
3,"[18.58228886840285, 6.806896337830132, 10.412625598507702, 48.28660056554418, 1.981973864802228, 38.461981006514115, 41.284314014576495, 34.67146842195291, 24.69406098192183, 36.49013651166822, 23.72529241027309, 12.39545671444737, 10.746842454142502, 19.248314081935753, 2.9870398687999824, 5.944371300512316, 20.022103295357468, 5.840911734288355, 1.7786465191695768, 3.6619330125577, 42.153830665003454, 29.769022751352413, 72.52007633312073, 42.23153989895335, 12.537761229870014, 20.304734333136985, 35.50407845154958, 19.450557090060443, 13.657131350064537, 10.277922749563082]","[2.203682689093405, 3.57272377960094, 18.60103947300516, 7.315269971999971, 19.522326088682178, 19.679102590452207, 11.751745021629947, 0.3188314772145411, 15.123000369795683, 4.070392683989205, 15.59255586411685, 18.76871341261826, 13.896449254904802, 6.920588971685163, 21.753386362388547, 9.82700233120569, 0.6360268597073429, 8.684702582325052, 1.5014590102039165, 4.185226760520763, 6.617712712339397, 4.038444833078483, 6.1308711535456055, 18.280233631905357, 1.8003792365390012, 4.184144136969689, 11.08918480892407, 17.06965857880317, 3.1914126392096485, 3.459757692708436]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.1415253401731293, 0.8477172835957241, 1.1917340796178868, 1.8435348406227634, 1.5729401860465115, 0.6091438986440938, 1.2522779626946505, 1.615443900553443, 0.4123151070075419, 2.44307276531283, 1.575151193028903, 0.5267409168643438, 1.7566216579645175, 1.4124705577947414, 0.32361631806533353, 0.8565549606109704, 2.240379986033769, 2.4143548879036922, 0.7344513950439702, 0.674153769383805, 1.992195738467065, 1.5966431388660158, 2.3288939038256524, 0.934185919220142, 1.2899565867274925, 2.0072188831289575, 1.001251168086882, 1.2295563936852973, 0.6784809896880362, 2.2032805796304915]","[7.326680439917773, 2.951846280005651, 6.828227212168227, 11.708385221205106, 2.179377868749925, 13.424523124786372, 10.253799506346683, 10.206502848447272, 6.48603632626304, 10.446012400673304, 10.505090937585098, 8.873934417386998, 3.2544836193327793, 9.810220906977605, 4.932827225588419, 3.862607133018969, 7.107178410874892, 6.308508636594996, 5.094027440037966, 1.0548559947930038, 13.658399344268261, 10.941468953013104, 15.834221854050712, 11.638813367459214, 5.860472093232857, 7.603949487594315, 8.175399498904147, 6.020631398036469, 5.3223397403033985, 9.075005725585338]","[139.40422, 59.636005, 154.87755, 138.48827, 167.4785, 152.97382, 134.6307, 107.50079, 109.966736, 163.12805, 162.21722, 132.08276, 149.13243, 108.19041, 132.74187, 91.212265, 142.83643, 165.77635, 52.127705, 50.87477, 143.4866, 112.93823, 164.5561, 157.93587, 86.06884, 134.60307, 117.29075, 150.41978, 53.287727, 146.9416]","[0.10468836805555555, 0.10054947916666666, 0.0902756076388889, 0.27601432291666667, 0.19095876736111111, 0.10956553819444445, 0.2683433159722222, 0.14218272569444446, 0.24829557291666668, 0.17663585069444446, 0.07926128472222223, 0.061549913194444444, 0.2369704861111111, 0.04411501736111111, 0.10455251736111111, 0.09041970486111112, 0.12438541666666666, 0.08610807291666667, 0.01656684027777778, 0.2521618923611111, 0.10154427083333334, 0.07054079861111111, 0.3368012152777778, 0.20948567708333332, 0.06731380208333333, 0.10597569444444445, 0.31592491319444443, 0.18978168402777779, 0.062473090277777775, 0.052305555555555557]"
4,"[87.71145475165368, 32.54605649639058, 111.9183340251177, 53.45187068477367, 89.28309216760208, 122.19962428842395, 79.28595472295065, 10.110269065153787, 98.51216951547522, 42.41685529847589, 67.19754443180236, 11.548247053620848, 27.181868797723016, 25.62655544316656, 66.88645061843333, 42.16126652013695, 6.146753673323545, 57.63756909889855, 88.34407532823631, 102.82766572120751, 53.39953128598787, 52.53888170778375, 107.04600382328425, 1.4914596416725772, 50.57985436542247, 87.99711674728388, 53.090480371404894, 58.75610188595303, 7.325729312543224, 99.24388264805543]","[7.0908121436585105, 4.464541416276749, 6.452769406070651, 0.27518021489129296, 13.427032744213527, 7.603968445404721, 0.6464420584565076, 17.871036702850144, 3.5993161320640006, 1.7996938083922238, 4.3718330799629825, 1.2190340466035412, 1.8897136285232108, 0.22580317988329668, 9.053489287548029, 7.816066099420514, 7.084697787120117, 17.34249159511573, 2.229479170426586, 12.452629859599433, 3.865795507207743, 6.7498539988114405, 0.9928426901990051, 18.389771440574258, 5.820577441635711, 3.391400946451917, 4.62463170380013, 2.2732970147537053, 16.055483883621868, 2.6248168952168847]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9558876219664052, 0.1432585659153262, 0.686221965677337, 1.4213833602226886, 0.3415385511763551, 0.7450969269175344, 0.7847046876498238, 0.484582000455962, 0.9743492184909126, 0.47989411553597144, 0.7916448034018693, 0.5038580214105544, 0.40696775878421665, 0.6424421451757851, 0.35255895544128274, 0.5172351648978148, 0.7735317709774199, 0.23514365694535755, 1.3239003911383245, 0.19162904477550935, 1.295514160898609, 0.09664784623676903, 1.2201701676085364, 0.007303740055882635, 0.25298431093317175, 0.5626347722857385, 0.9146839282432477, 1.086063597389499, 0.2124759739278863, 0.6609105921355436]","[0.07125270374665593, 2.2400760182390957, 3.347966993413561, 7.021254991329903, 0.21497929555090334, 0.04637771077010644, 0.04613985012968147, 0.14965944132811337, 0.11120935256163733, 0.044214457467168344, 0.02622997183672382, 2.0764958611759736, 0.015977297980614757, 0.04320103633910177, 5.955045366876468, 5.84406821225605, 8.026555972268195, 0.04536732407353128, 2.6292669450395527, 0.6857101318468777, 10.932812520284815, 6.009136308038963, 0.07500288120079723, 6.647717333417098, 0.006919700757910263, 1.2135152798043984, 8.50782643253049, 0.3519849354174509, 0.3123760661126145, 6.338985051029816]","[145.1618, 52.8743, 129.74197, 130.79448, 143.48372, 141.65256, 84.738495, 174.35677, 124.90778, 60.118305, 108.24997, 51.903347, 51.23484, 57.0782, 113.57893, 110.895966, 122.39646, 154.50244, 141.74219, 129.23618, 150.31801, 74.311844, 127.47444, 147.7796, 73.16184, 90.545395, 124.20025, 114.03811, 139.47427, 100.67298]","[0.2041462673611111, 0.1224296875, 0.1578498263888889, 0.07741883680555556, 0.1980230034722222, 0.20514539930555556, 0.2076875, 0.24145052083333332, 0.20570703125, 0.20565277777777777, 0.20576519097222223, 0.06886241319444444, 0.20507161458333334, 0.20126085069444444, 0.10844661458333334, 0.08529991319444444, 0.0118046875, 0.20584461805555557, 0.15878645833333332, 0.19084765625, 0.05513107638888889, 0.09470182291666666, 0.2073025173611111, 0.044858506944444446, 0.2028771701388889, 0.18375477430555556, 0.06928428819444445, 0.19549696180555556, 0.22797873263888888, 0.12402430555555556]"
5,"[8.117381524391782, 3.8462526749760144, 12.856681445981778, 7.49833890923928, 5.513450058846775, 4.529400002326739, 6.634495789760667, 1.8736606728826928, 16.6099394295009, 2.4295515974390796, 23.99138970803311, 3.45743153643469, 7.465597397975703, 1.1239123754386, 4.279201760051777, 27.397453498726932, 16.556706537310866, 10.678458871033357, 4.832347951068144, 13.311222551025395, 7.574942027570515, 28.86276724906972, 13.664883854447396, 1.5856261663088347, 26.689582119145705, 17.809860904828696, 9.875272186704635, 10.72605828033744, 2.4276093523467317, 9.026990213235116]","[22.145282851968748, 27.359701136846063, 39.598919720370844, 24.846258523042053, 35.747958237098665, 18.43192253119434, 23.582237818426567, 16.495463659987877, 6.684404493815331, 13.826298342200372, 22.4353982612572, 12.511986231837932, 21.333615792866834, 50.94874347819366, 58.69747103339782, 55.705624689783505, 7.436952494548898, 42.45936469038223, 16.260529627893348, 11.067972023693635, 24.17968270690468, 47.69015107364376, 43.30606119133651, 19.60070760515094, 22.204438755078346, 12.857642638889697, 17.15668829732057, 67.93665562773337, 21.683478365532814, 48.07828670485382]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.6477610565959933, 2.7490775132079053, 5.230902458498255, 1.4923773722358533, 1.8029601723517104, 4.73695307173593, 1.941460212873287, 1.6952535221656182, 2.9376631418908774, 2.1009175383788126, 4.8129719505564985, 3.9096941763706177, 1.5410536366592875, 2.9669031268365664, 3.700843375208043, 3.180588902051425, 5.126319672292061, 2.076058445416502, 3.752854426503421, 6.261035036131337, 5.410019812285963, 3.3287284144052927, 2.568298714322775, 2.234619629172901, 4.252109356022712, 5.6914655454282075, 2.9050032134394606, 4.806674000714988, 1.5290706508771705, 3.521664219038969]","[4.885969198943422, 2.135147671952711, 4.8298943168893445, 2.9560683699313546, 2.649426094449798, 4.6121774465917085, 3.7639098717312667, 2.561882724413126, 8.025049356657323, 6.2401125140911216, 10.274891028917045, 3.687846933188059, 2.921641494223134, 4.727288850968018, 5.4704488166107454, 12.156247905790526, 9.408363278716285, 6.439281910362109, 3.135789227872438, 6.201799060892419, 3.1252389574496204, 10.570548283680896, 4.98895816015134, 5.25309117559938, 10.063151492776742, 6.913462355488868, 8.88521662318948, 4.435385850761103, 1.1456119689977822, 8.151049538299844]","[86.44157, 90.84681, 164.29962, 55.82058, 71.729095, 140.73543, 67.91868, 57.178284, 85.52609, 69.79355, 144.79958, 114.58154, 54.828312, 114.95605, 138.70901, 123.52113, 146.0234, 85.67359, 111.54729, 176.2964, 159.64502, 119.99495, 96.14471, 76.174416, 128.79593, 161.39162, 93.65751, 170.84312, 54.412262, 128.68137]","[0.08173784722222223, 0.19765928819444445, 0.30490972222222223, 0.2369665798611111, 0.2140625, 0.0844140625, 0.10797916666666667, 0.07142057291666666, 0.0405703125, 0.01419314236111111, 0.09308376736111111, 0.08277517361111111, 0.22811371527777777, 0.09000303819444444, 0.10759982638888889, 0.11180164930555556, 0.05296267361111111, 0.09769401041666667, 0.12811848958333333, 0.14187586805555555, 0.26376519097222223, 0.26237803819444444, 0.3315855034722222, 0.02641015625, 0.16148177083333334, 0.19110069444444444, 0.019498263888888888, 0.28188715277777776, 0.26133550347222223, 0.06825868055555556]"
6,"[3.042039915029889, 21.673420552621906, 4.335224123388773, 8.12978650279286, 28.7375638962176, 4.043460537551077, 7.072701565730142, 24.442253081552337, 4.4600817589823905, 3.3767585844418377, 3.6196471833368733, 6.365817779916561, 7.903718979537928, 26.671207435130064, 20.067195633111822, 4.228966730696527, 2.645090239551081, 2.2330319488963966, 5.47182362950192, 3.266534615993841, 18.756268351746936, 12.375961485129785, 20.687124350280413, 1.0058145802789795, 3.0120726721901008, 17.056522575279928, 23.23675724983444, 9.854415932255776, 6.560604830281726, 7.948452995103864]","[25.558689917688536, 42.5018623365648, 8.74754704857892, 55.55443271791996, 49.15808354575492, 14.141657319237424, 39.79505603506548, 43.72160350869256, 11.67284569897191, 5.335450888859171, 43.49041046928946, 23.118052598480602, 73.04904116355218, 42.672597033907124, 38.24344826862098, 20.593588903694563, 51.94905875085831, 66.53272211432395, 20.819336257925336, 9.72902635493631, 43.48174635823072, 27.31916126418711, 56.49628400074083, 72.72158560826627, 17.08310369593693, 59.183251829889386, 24.2769953132781, 26.904334385515327, 37.950787412964324, 13.403943768764407]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.3392355372919984, 3.888470033420174, 1.8871372569419527, 2.6282702208717086, 3.0780090203181354, 2.1599839160234424, 3.2821524065936765, 2.878252804815171, 3.2377992413398333, 2.4136887068775943, 1.8057173650081548, 2.411579375458304, 3.5931965129101293, 3.7473393274638154, 4.733818679625305, 2.6307548554935103, 3.9699006435484083, 2.5260903028465345, 1.555898421434558, 1.5434644643868571, 1.738932895069281, 1.3089915021512006, 2.8768753264597557, 3.4647713301142318, 2.160631607340929, 4.178489625877446, 4.770422640797656, 1.8687091018290702, 2.7178399861162914, 4.398477129282068]","[3.6367868112140194, 10.81444333540602, 3.734010297338116, 10.675036741925584, 12.331020149353119, 3.347879538084514, 3.9559884459163897, 11.557779585776247, 3.3837053443884013, 2.1480579944266873, 7.208949833991945, 3.700397894026321, 7.154149879964838, 12.126867945718555, 8.814415412703934, 7.060043933389583, 7.176834536016509, 6.277063627027977, 6.48805328489121, 1.8558603765768558, 8.665716941234201, 5.850498713929618, 11.822158567460843, 0.8464404314542326, 3.8544387580806068, 8.278466573822506, 11.991624230103834, 4.778862477048904, 7.043974166805763, 14.817176397192485]","[90.94894, 150.63956, 65.36783, 128.77602, 131.76883, 76.976685, 128.69211, 122.21612, 107.93493, 77.93582, 93.24359, 90.31397, 167.30873, 146.40726, 171.51645, 99.23577, 162.99162, 134.63547, 66.51232, 54.094646, 87.941246, 61.739307, 133.88261, 159.21405, 79.81949, 171.35075, 165.35098, 77.34961, 114.11856, 154.63947]","[0.11756987847222222, 0.16975043402777779, 0.07119401041666666, 0.07459461805555556, 0.3594965277777778, 0.10846875, 0.23976215277777777, 0.19101258680555555, 0.13801519097222223, 0.17024739583333334, 0.07650043402777777, 0.1825876736111111, 0.16350130208333333, 0.23598914930555556, 0.3327521701388889, 0.04448003472222222, 0.09508984375, 0.1225017361111111, 0.045746527777777775, 0.18884939236111112, 0.24598871527777777, 0.21406380208333334, 0.13821354166666666, 0.38822960069444445, 0.08261328125, 0.2515073784722222, 0.11721788194444445, 0.22233680555555554, 0.09003342013888889, 0.018217881944444445]"
