muscle_name,k_l,k_v,e_v,k_a,k_c,max_rate,frac_zero
PECM3,"[1.4564968643921965, 0.14684048027135077, 4.881228572594497, 0.33377940347101465, 0.8698075633629241]","[17.57928317180207, 18.955376408116727, 7.732996961008622, 8.601140630173246, 12.31076428150163]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2.0477515210576613, 3.123768393541506, 1.9477707468265375, 0.7880105493767653, 1.0668402649800968]","[45.329494, 50.12632, 20.208498, 22.05318, 31.411716]","[0.1609626736111111, 0.10569618055555556, 0.19639496527777778, 0.18019574652777778, 0.20131163194444446]"
SUBSC,"[9.062988066387037, 10.027262011868592, 3.049786315943276, 10.352484836693582, 0.7974981968846233]","[6.652844214750877, 4.708090681886329, 7.96868928392025, 6.760408181630134, 4.761132663687372]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[3.8323586772675506, 2.775048084778986, 1.32208736051673, 3.3812345097598957, 1.2478234512730584]","[43.747364, 31.339304, 48.44663, 44.04191, 29.313854]","[0.03312717013888889, 0.2699123263888889, 0.12949175347222222, 0.07185069444444445, 0.05165842013888889]"
SUPSP,"[6.042158419820373, 1.533077441062046, 5.581192978614223, 7.688876642393801, 8.348942059416895]","[3.7208310616942377, 3.3229819405384697, 1.9866789859707676, 3.9631087602078043, 3.7405765639250284]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2.04964351078672, 2.226290903844168, 2.042865044557681, 2.9613422155493834, 2.394044832902096]","[38.387466, 33.638073, 22.07928, 42.00287, 39.53746]","[0.1507756076388889, 0.031950086805555555, 0.11223828125, 0.11150043402777778, 0.22100390625]"
TMAJ,"[3.164258586631348, 4.5428269143101065, 1.7853266730247022, 2.7856840922103245, 4.402480761744986]","[11.677613549335288, 15.249686646632938, 14.77114517016242, 23.597978271328486, 14.184944635675375]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.4489157428798651, 1.9076021279259634, 1.832898570507573, 4.773045303438653, 1.5689034605100913]","[22.486788, 29.326216, 28.739819, 47.768208, 27.049644]","[0.16224131944444445, 0.1689027777777778, 0.12872743055555555, 0.07180164930555556, 0.20386154513888888]"
TMIN,"[3.2052548348424033, 10.389980269000134, 7.681730147166464, 9.702347827025884, 4.8256287496608685]","[6.256719631844063, 4.9934769669724295, 5.51706361161155, 1.5266531397804872, 7.71076770879917]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2.1729418835384067, 1.4214082743163918, 0.9133351600314674, 0.9148187759311625, 0.9069188802521875]","[40.870934, 45.072178, 39.071545, 31.563309, 48.73709]","[0.03665321180555556, 0.1326953125, 0.1725954861111111, 0.20524305555555555, 0.1423771701388889]"
ANC,"[0.9415752791752716, 4.827547544853958, 3.1436123208716946, 3.870143905095624, 2.624996261618554]","[7.395325006270973, 6.040325869675158, 6.418961827427011, 8.33591045460966, 7.432013521066649]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[3.4900940468385, 2.959187938537527, 1.8920929922626293, 2.263604241029907, 1.4924379894848956]","[37.71491, 30.021574, 31.087313, 40.224274, 35.518234]","[0.06899826388888888, 0.10532725694444445, 0.1330859375, 0.14248611111111112, 0.16649045138888888]"
BIClong,"[1.0575121948887354, 0.07030414019889974, 1.8111973118459463, 0.5107634645013928, 2.014166591981599]","[2.9053376618057585, 6.233936900021125, 4.676900030390203, 3.438710426220052, 5.98935410535896]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8521392052321455, 4.859728377229022, 1.3662955762149191, 0.8397660211040956, 4.191659846089326]","[21.673206, 48.79911, 34.919685, 25.235228, 47.05876]","[0.10757074652777777, 0.03460026041666667, 0.10952213541666667, 0.11359722222222222, 0.042944878472222225]"
BICshort,"[3.6711543954440558, 15.863582414501094, 4.410027589911746, 8.812797758164251, 9.446113576525022]","[13.062238083767596, 8.552500841795327, 12.60298682246559, 6.368547867604672, 10.706369803558747]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2.8782461065887794, 0.26524706907616125, 3.321627901101148, 0.04783004613803499, 2.6020383934485465]","[49.25463, 36.15822, 48.33398, 25.4769, 43.027836]","[0.10956944444444444, 0.25118272569444444, 0.09534114583333334, 0.2677248263888889, 0.13660633680555556]"
BRA,"[5.662500318594697, 3.3182414820744413, 9.968445701116243, 3.0100441045687774, 8.806431803096295]","[11.091806611176874, 19.16813199314748, 18.003444523028087, 16.338529092523547, 14.105517392448604]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.963500572763196, 1.7943169449572791, 3.921690777612692, 4.193593834457538, 3.1513882710389605]","[28.679811, 48.828167, 47.181816, 44.260025, 36.912094]","[0.2770703125, 0.17109505208333334, 0.2369652777777778, 0.07984895833333333, 0.25895095486111114]"
BRD,"[3.016738322465887, 0.6969786837623317, 1.2005045041963438, 2.605472688503486, 1.452630774938168]","[11.688394537428444, 5.659567035416602, 7.62194422087298, 11.395188227411648, 10.15095402714167]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.2927610202312498, 1.2918457867584823, 1.7901593312073572, 4.238781413099998, 1.4472405966168131]","[47.379948, 23.732737, 31.968243, 49.22068, 41.663105]","[0.34575911458333336, 0.11410243055555555, 0.11476692708333333, 0.0865859375, 0.15625824652777778]"
ECRL,"[5.5291581256396345, 5.940410087832117, 1.4751742545858697, 5.990854382439228, 0.0790925667312905]","[9.177654222533503, 11.62147676865041, 8.244212353057597, 8.698401077768857, 9.208184411635354]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2.480341098377429, 2.3805030523259143, 1.6511452437554723, 2.309683780895379, 1.253712882335301]","[27.513885, 34.266968, 24.781542, 25.903736, 27.391533]","[0.2528142361111111, 0.29859895833333333, 0.10845659722222223, 0.3084040798611111, 0.11822526041666667]"
PT,"[7.673140612762033, 0.7066767487932086, 9.959693349940826, 5.892919638572107, 1.3444793920132234]","[9.174001049920438, 8.567955245134971, 14.062171069360026, 7.338497531896302, 14.087307077163167]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2.9459882391083, 2.419389124890091, 4.118632263796795, 1.4732905647540153, 1.691539736993523]","[30.314333, 28.310637, 46.154606, 23.374496, 44.25205]","[0.10241232638888889, 0.07706336805555555, 0.10159114583333333, 0.32435850694444446, 0.13563194444444446]"
TRIlat,"[15.52099993883336, 3.7621978907411027, 2.233804987396038, 2.348068260466409, 4.658116092020293]","[18.099992303014425, 13.850187138380736, 18.71149718529026, 10.62846922989967, 13.653573918705028]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[4.12419972863822, 1.11607297348597, 1.5320876458950046, 1.1998671425543166, 1.4388211479201996]","[46.47889, 34.80122, 47.489628, 27.134428, 34.49611]","[0.28315842013888887, 0.25950868055555554, 0.15659635416666667, 0.14464453125, 0.229921875]"
TRIlong,"[2.111126590684897, 16.177463349232085, 0.32615013209741406, 2.536178883871793, 0.16146297390191044]","[12.80826697593869, 4.370645044786883, 15.826322701371119, 12.075511256820572, 10.31752253209741]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8840982005302932, 0.5889370202387031, 1.3672662434701466, 0.8134490548873545, 1.9122217543804252]","[35.266857, 24.086985, 42.114445, 33.644653, 28.43725]","[0.1419826388888889, 0.006048177083333333, 0.16921614583333333, 0.1331306423611111, 0.10195529513888889]"
TRImed,"[0.34783337858596397, 1.1636153609635116, 0.5412830719887332, 2.3928279765008895, 4.021835837112601]","[7.731305480858661, 9.315802837925052, 12.747526539632732, 11.07155055312779, 9.549831131639726]","[1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.7146312517470936, 1.1213060237458743, 1.6374265408423976, 1.915701091112229, 1.560299970438185]","[20.59667, 23.724276, 32.776943, 28.576721, 24.16545]","[0.07245138888888888, 0.12488411458333333, 0.10763585069444444, 0.10417795138888888, 0.17156597222222222]"
