Muscle,k_l,k_v,e_v,k_a,k_c,max_rate,frac_zero
0,"[3.349130170740528, 2.337580318095572, 1.7250482369361393, 13.078775279136023, 33.29422339263572, 15.44112511389608, 6.834707557433532, 17.12607758575473, 6.395089842846605, 0.08052612725671082, 3.853052810205771, 1.3376535080127159, 5.3345669404409275, 6.049910286606416, 27.57590768525221, 9.900486122782159, 2.879855850333085, 9.042465622843238, 7.062608438646188, 20.67371709752503, 2.717099041880905, 19.32657781690051, 23.18094595415817, 1.8718513075780123, 17.949114466952846, 19.433226083461825, 12.234402858908272, 24.1383917823047, 3.907781330476805, 0.6821022472048544]","[3.2719914275598976, 4.3316013215783915, 6.070169973571655, 3.6324341438159258, 7.235510798669715, 5.000742815751393, 6.779347229104648, 3.038598384901346, 5.261989524094896, 5.516865857230979, 3.609260301975794, 3.948323147207275, 5.86000100325371, 5.851558347220668, 5.662365179155248, 4.359660577731085, 3.240974023377653, 6.604704497919104, 4.240710367046394, 5.237917822430244, 3.332986422892267, 5.090051558775254, 5.579367731295974, 5.289564371859999, 6.0796989738213, 6.181240517926233, 5.498151488815067, 6.1570801309558085, 3.8362876311344114, 4.3029429370980505]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.3736557327791132, 1.9424812854609845, 2.7858795232955442, 2.272976336225489, 4.077926179281195, 3.3319620893520416, 4.915666812560213, 1.9939469382950668, 3.8078376585636997, 3.705461128708256, 1.0667630126733747, 1.2830173978226913, 3.02825461795027, 4.0828189415676786, 2.8640456579674938, 1.9111685129050877, 2.364307909358714, 2.510223201312376, 0.9923883843081849, 3.405215202390341, 0.6277980741187376, 2.8876011277182143, 3.0568428872446143, 2.463028885831268, 2.439344850666587, 3.3676089469685406, 1.99188674208671, 3.811769398940922, 2.742610931679133, 1.6402078214574254]","[23.775679, 30.57063, 43.12289, 24.714205, 47.758934, 34.5878, 49.27394, 21.214638, 38.08427, 40.57518, 24.652502, 27.489735, 41.45186, 42.349228, 36.875492, 29.661673, 23.62507, 45.390026, 28.347403, 35.5096, 22.526604, 34.193222, 37.09073, 37.560898, 40.55492, 41.952965, 37.024635, 41.57289, 27.838354, 30.30994]","[0.02150998263888889, 0.04717578125, 0.04704253472222222, 0.13787326388888888, 0.25112673611111114, 0.0787947048611111, 0.021555989583333334, 0.2623129340277778, 0.02144357638888889, 0.028338975694444445, 0.09854296875, 0.06883203125, 0.038609375, 0.023335503472222224, 0.3003276909722222, 0.12867491319444443, 0.02152517361111111, 0.07754991319444444, 0.24790538194444445, 0.15253645833333335, 0.16104730902777778, 0.18895269097222223, 0.22854600694444444, 0.045885416666666665, 0.2321037326388889, 0.14520399305555556, 0.18499652777777778, 0.1678615451388889, 0.022211805555555554, 0.058528211805555556]"
1,"[9.110358248952723, 2.7381292877514074, 12.388241156693375, 28.347704180155546, 2.049330412104597, 18.608329906367636, 19.371542539998835, 8.578097976465637, 44.95530620449615, 7.271860461753231, 10.939759078002957, 28.275993780153733, 40.540288167498055, 39.327574892215495, 11.700406008799094, 0.957403392658172, 6.4745025696205065, 7.858667890190723, 5.26020720149427, 7.430867386997818, 2.0532886435973907, 6.891450430087387, 3.3377961976080446, 5.2696678771237835, 9.680743994583642, 10.47791689136222, 42.894319356382255, 0.6448577334766927, 4.814390898580948, 31.109354892945376]","[5.474195859662435, 7.5954650959811385, 9.825343949120715, 6.419201626844222, 6.590721516756311, 3.2697219100590704, 6.099047650566331, 11.126465283911845, 7.937688143117919, 6.911169024374218, 11.544079019086741, 11.869801131748634, 9.236206441470873, 10.000505951918942, 14.250909218739405, 13.323112980278356, 6.152998151847907, 5.742001413339609, 9.625435354515275, 14.795895212615012, 6.288393559388191, 9.002812891767496, 11.080915898244495, 15.369156901326944, 5.378827369946595, 9.0407580424068, 8.716005651030724, 6.752826524034375, 11.77254036281741, 8.486699006534755]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.026394832062794, 0.006562204807369465, 0.17849979794252824, 0.03472133679830014, 0.11260591980059298, 1.9963029791097795, 2.233264795750838, 0.27379866280529863, 3.7197840703346343, 0.08434813958261, 3.7105711506155323, 0.8239661030836316, 3.179599102923648, 1.121284772420901, 0.3341326969984304, 0.47114467689499384, 0.12072317023945356, 2.1636416618014165, 0.3227321877289808, 0.15698102677039927, 2.175812167087077, 3.254687535599687, 0.2716362840628541, 0.25940573716089155, 1.7640155455713034, 0.49839873869087414, 1.1753754398537768, 2.0401325199332794, 0.0933729152939482, 0.03839261906301683]","[21.23634, 24.417505, 32.930782, 31.849663, 21.262274, 20.39397, 28.484863, 36.482502, 48.267475, 22.847094, 41.515633, 46.958385, 48.82606, 48.143257, 46.782265, 42.91158, 20.386417, 21.422451, 31.433985, 47.915684, 22.36495, 32.547558, 35.819763, 49.627438, 21.022688, 30.459473, 46.689445, 23.566795, 37.9851, 38.751427]","[0.08085807291666666, 0.29641493055555557, 0.22582335069444445, 0.21083376736111112, 0.27615668402777777, 0.12817491319444443, 0.12868663194444444, 0.2375920138888889, 0.14742447916666668, 0.23494487847222223, 0.06722612847222222, 0.19819618055555555, 0.1533181423611111, 0.19017057291666667, 0.23634288194444444, 0.26569314236111113, 0.2305993923611111, 0.06806597222222223, 0.23774913194444444, 0.2672717013888889, 0.06345269097222223, 0.056366319444444445, 0.2632526041666667, 0.2731657986111111, 0.09902430555555555, 0.20869444444444443, 0.18885633680555555, 0.07770355902777777, 0.2796119791666667, 0.2124045138888889]"
2,"[2.639004028080439, 1.0081857831680043, 1.2647319955733867, 8.619353706195527, 1.4780028268309202, 3.6816194504451687, 5.807943875406622, 2.28336778480487, 3.7489955459691195, 1.5071239875020552, 1.1257450356988965, 2.649651639328237, 6.35631210129004, 5.491387396498784, 1.1676363760252961, 5.751166775944384, 1.8581129228647413, 6.663821358804846, 3.7157733918887192, 3.005954090529425, 1.3600371224899295, 6.001320450759421, 3.8488049733042544, 5.498545603587635, 1.6842905805334123, 0.8698991625949333, 0.7063996581309446, 10.142880007687026, 4.801224509939898, 7.073017950260763]","[18.268276006242438, 10.831923578863483, 9.038233030189016, 17.400650401343743, 14.666899997332951, 18.075262988757142, 16.55689280099864, 17.1677055840296, 8.904378801545521, 12.357722850510022, 9.826240555614568, 16.11698546443769, 17.523345158345712, 10.293042573430315, 17.315668758183307, 12.756834863062402, 15.264773492819073, 18.294985240359903, 10.06900369837952, 8.912357611909425, 8.676645879525013, 9.507482003264263, 13.610370943641737, 18.16025660220991, 9.153161073489658, 9.537538428107698, 7.347756854157764, 19.671356225208775, 11.84740950620809, 19.136099987973697]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.8083717806268713, 1.8047970501969737, 0.6771588137063628, 4.3548098323548015, 2.5854064618524184, 1.9802793690158447, 2.5522949502997148, 2.6908208403826723, 1.664904764169493, 2.3051995228203443, 0.7346499207337072, 3.168333704504369, 3.7183883243535365, 2.28786435632348, 0.699917831678686, 2.5745648425718475, 1.0639415251245694, 3.354254177602549, 1.8099112135536313, 1.8922056985795934, 0.6429085375074644, 2.448331166366593, 2.6618759716767366, 3.741564166133876, 2.1466715050349876, 0.6767464935945232, 1.9135734271792013, 3.8808572551825113, 2.1568037296856795, 4.040550812415214]","[46.93023, 28.13469, 22.518837, 44.597176, 38.203075, 45.31199, 41.535324, 44.21408, 22.449335, 32.235935, 24.556053, 41.99708, 44.91639, 25.978956, 42.924667, 32.2414, 38.036705, 46.358425, 25.46416, 22.911064, 21.566626, 24.06272, 34.974945, 46.75177, 24.143978, 23.865679, 19.767454, 49.259384, 29.864826, 48.992115]","[0.11087803819444444, 0.08639713541666667, 0.26878385416666667, 0.1546853298611111, 0.08214670138888888, 0.2291176215277778, 0.25098828125, 0.10419921875, 0.22875564236111112, 0.0805334201388889, 0.23736892361111112, 0.08357378472222222, 0.13435112847222222, 0.24460503472222223, 0.30760894097222224, 0.21881987847222223, 0.2622109375, 0.1891015625, 0.20068098958333333, 0.12220529513888889, 0.29451085069444444, 0.2462638888888889, 0.11863237847222222, 0.11513324652777777, 0.0672421875, 0.22554904513888888, 0.045756076388888886, 0.3184796006944444, 0.22681770833333334, 0.13951171875]"
3,"[0.6852811644303021, 4.337184201005517, 6.294866506296069, 9.766050684964826, 5.505867660888489, 14.221607902708165, 3.295678437660211, 14.902163779202489, 6.898378140412683, 4.8312850244080385, 2.4775377511813232, 10.432042073135946, 0.6963626788849915, 11.967747779244753, 2.382160829139087, 7.179745289863634, 1.2496394300996414, 2.178729821572391, 1.7697979751466573, 4.968518321952149, 6.71756430565593, 13.708856305606695, 1.5916555673894752, 6.490834810027319, 2.8889564258132356, 8.634468435015112, 6.3183513320697475, 4.670756022980279, 3.496057522480326, 0.14534372484595437]","[4.796316124028205, 7.287595756980515, 7.1109123409509705, 6.700295404606862, 5.4316300624936265, 6.7450166245584615, 4.100131824563128, 6.655684747729347, 5.4132166581631544, 3.2950610036044683, 8.418407533899275, 5.719468687536141, 9.097588652688643, 4.3450679576768945, 4.279749113551187, 6.108679416947771, 6.783131985686346, 4.863596783766216, 4.020492631484957, 4.321356675397623, 8.379775086302264, 5.227811882898381, 5.7065376813665125, 4.136855624548339, 5.305971676688733, 6.265507016538709, 4.217974866677211, 2.907029658595473, 4.747035603058881, 4.218764077746171]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3141652208048915, 2.2503348538319, 2.48261725308886, 3.9732729048811017, 1.4118470934846066, 3.799667438625117, 1.8188350388065664, 3.848328435255559, 2.352855212939828, 1.3216163940087693, 1.2945807473063815, 3.0424628006945023, 0.8727197040144246, 3.0774082791229675, 1.7129895962138437, 2.6412547267706485, 1.9076424271741532, 0.9655362442642426, 0.6038429188783363, 1.7514474331688996, 2.6763351894867777, 3.060089987355256, 2.0218387300235627, 2.4801945741638844, 1.3074877528049296, 3.1248956615166614, 1.7304973983184762, 1.3153400884947377, 2.5666333096848586, 2.3104054618076835]","[25.675333, 41.83432, 41.763973, 42.20778, 31.638882, 43.6878, 24.36199, 43.484947, 32.92691, 20.133617, 46.214085, 36.34748, 48.78523, 29.666803, 24.906744, 36.950634, 37.863712, 27.155098, 22.243492, 25.987131, 48.743866, 34.831524, 32.443203, 26.233593, 30.042257, 38.71975, 25.85419, 18.042099, 28.564764, 24.471992]","[0.2735373263888889, 0.11223828125, 0.13508420138888888, 0.08932725694444445, 0.28180512152777776, 0.23332986111111112, 0.07647960069444444, 0.25369835069444446, 0.14606336805555556, 0.23179991319444446, 0.17908203125, 0.18816666666666668, 0.1928046875, 0.2537625868055556, 0.07232942708333333, 0.12938671875, 0.08671657986111111, 0.17028645833333333, 0.23419270833333333, 0.1435546875, 0.14160980902777778, 0.3384509548611111, 0.06988888888888889, 0.09948697916666667, 0.147328125, 0.12243967013888889, 0.23013802083333335, 0.21180381944444446, 0.05127170138888889, 0.030918836805555554]"
4,"[0.21353224483601707, 18.71144168554274, 1.6664290683828291, 21.598941899359037, 0.939893750405421, 12.077469933992493, 28.691204853230154, 31.196979658942233, 34.874383569507124, 0.08729994489458903, 5.538299107245333, 7.851188173873501, 1.1981922268481142, 14.73673916804507, 20.84674630906371, 14.75171482806748, 20.590597726056362, 7.2807145819370955, 30.536530109588593, 1.7606201612348187, 12.930081331159304, 43.09786014517379, 0.4239898332154528, 8.227468781350195, 1.306747057525886, 16.93079812581596, 39.05347204340117, 2.4323076518752877, 15.271747117534554, 1.0191331598039817]","[4.1431042516656955, 2.7175986650969826, 5.479981289405057, 4.209901683307126, 4.4545037712609545, 5.354468278351516, 4.7396724750713455, 4.695983177088556, 5.463149219086192, 3.8631381104564735, 5.9457565617977375, 5.774786578352872, 4.062675476222234, 2.482524675720837, 4.345604444923169, 5.056109528224734, 4.680509050537523, 2.6822140038380287, 3.3662309632281886, 2.9988860342145185, 3.731157673597531, 4.359707831158756, 3.4441952453688933, 5.424130716876874, 5.1502217257146405, 5.378193604974409, 4.34547986416573, 3.9632321186707924, 3.1576879529891726, 2.5513681415126235]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5034781100379107, 0.4612005429618343, 0.08694220387008844, 0.04077760219290605, 0.1032809048071952, 4.199114049659153, 0.000977024335195864, 3.7982062065463955, 0.4765211879771152, 3.2403253379628936, 4.632954284330182, 0.03595765069629353, 0.14261761651864147, 1.1284883393710736, 2.3388678124483, 0.6096277588894399, 3.731331818098238, 0.026787918642300346, 1.5249944840022451, 2.0451236202537326, 0.14242974359393368, 4.082928870436554, 0.06119407908839647, 0.03783648506363635, 2.817279926029639, 4.262921981445073, 1.0649199585875417, 1.1996628981981146, 0.643835702051143, 1.4015179561782423]","[34.173973, 24.372025, 41.946228, 35.168407, 34.13851, 44.890305, 40.68191, 44.821613, 47.834232, 32.773186, 49.96792, 44.01285, 31.176521, 22.3608, 38.223682, 39.90033, 41.89927, 20.728975, 33.048717, 24.933664, 29.666399, 45.82942, 26.383696, 41.325584, 42.16339, 46.3775, 41.664154, 31.446102, 26.75119, 20.884995]","[0.021125, 0.16463758680555557, 0.24934939236111112, 0.20007986111111112, 0.24727300347222222, 0.0341796875, 0.20290885416666668, 0.09306076388888888, 0.18086892361111112, 0.01208029513888889, 0.01584027777777778, 0.2179809027777778, 0.2160447048611111, 0.11855512152777778, 0.10090885416666667, 0.15358072916666668, 0.07608680555555555, 0.20437196180555556, 0.1364240451388889, 0.01880598958333333, 0.18991970486111112, 0.10507291666666667, 0.28062586805555556, 0.2149939236111111, 0.0256015625, 0.059407118055555555, 0.16038975694444443, 0.059323784722222224, 0.1458203125, 0.02604296875]"
5,"[2.803162405566688, 0.7174627453802067, 4.174049794724652, 2.6592494633635084, 2.8906982996059867, 3.3508195799803246, 0.3769987601941942, 8.923532510727863, 2.3659425764057573, 0.8835320923599426, 2.2337802896551295, 1.1913032589824262, 2.5150733785867594, 0.5427362161312246, 2.4147419665787666, 5.598142916611982, 4.635399346248862, 4.268776217552471, 1.9307427448263894, 0.04673599538730855, 10.159202951194697, 6.778622507665874, 3.1497749699224524, 4.603961048115217, 2.1661808762925148, 1.763909977037839, 0.24398455227460047, 1.0772763428371572, 4.977447134343621, 2.531565492450273]","[21.264265631872256, 23.578484669746274, 14.053587177671123, 22.52693018205886, 12.875843383582449, 19.375842761578763, 15.791574795615904, 17.620019022481515, 16.912462868377055, 11.07022664885012, 18.430848336844143, 13.314355461383808, 20.747431164278794, 18.901527862786278, 18.79483196928891, 12.417408068524455, 19.392318576454777, 17.987996109526506, 21.764060815469776, 17.604275975864986, 23.5515870023524, 20.611502827662754, 16.258630077342158, 13.137739675219574, 14.402115153710637, 14.593951197615514, 20.473147418548177, 13.688580749182254, 11.753932172657759, 22.098044454089532]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.378214084108555, 4.436016015392832, 1.7434994730855164, 4.556409751296603, 1.2156501924147602, 1.6668448282726152, 2.2947289824128774, 3.49336208829468, 3.3059716324745554, 1.8722045106170881, 2.173314767304813, 2.0260031507582497, 3.6158949127312363, 3.3677231036616306, 3.3255860291549384, 2.5060622475923844, 3.843817494772419, 2.8095513602205484, 4.00779650133073, 2.4785159458381, 4.693725610691892, 2.98462014767257, 3.3520073740633136, 2.229483267548586, 2.552916333040652, 1.8109112042443374, 4.1464136581055415, 2.3885356007102425, 2.1999497268665125, 4.5139602527552976]","[25.887413, 29.000273, 15.470071, 27.43553, 13.939793, 21.027906, 18.777441, 20.118711, 20.372477, 13.24195, 20.874971, 15.66216, 24.668013, 23.06917, 22.355692, 14.331904, 22.963024, 20.549116, 26.302841, 20.96485, 27.195965, 23.012447, 19.49836, 14.950309, 17.040976, 16.62074, 25.588718, 16.452026, 13.444874, 26.980509]","[0.029722222222222223, 0.025790364583333333, 0.19255598958333334, 0.029606336805555557, 0.22296006944444444, 0.1837421875, 0.04383854166666667, 0.17344835069444445, 0.03495182291666667, 0.039526475694444445, 0.08619835069444444, 0.050791666666666666, 0.04312586805555556, 0.02911154513888889, 0.04280121527777778, 0.11203645833333334, 0.048989583333333336, 0.08213368055555556, 0.033537760416666666, 0.04297612847222222, 0.10550954861111111, 0.15451215277777777, 0.03718315972222222, 0.11234201388888888, 0.04621918402777778, 0.07967274305555555, 0.020319878472222223, 0.03657074652777778, 0.1241037326388889, 0.028506944444444446]"
6,"[1.330100132078508, 0.29564231353848314, 0.8154149751821187, 1.4670852049522463, 6.964403722495607, 0.08235563163729154, 3.192209235280634, 3.7453466954064396, 3.371386397477611, 2.669488436887045, 2.1769279790361757, 1.4949910152745556, 0.07876732240323392, 0.46349701466149007, 2.8439304539456387, 4.052334043099744, 5.52159073972733, 5.125385181205274, 1.1520808289880229, 2.9833194474697677, 5.627813418715309, 6.114800458330292, 1.9967428407111996, 6.31468209136237, 1.6374954209139254, 2.216706248991926, 1.5646982926734303, 1.8583943016000362, 0.17217655535690746, 0.9027184775201818]","[11.503834899132485, 9.715902048407237, 22.556361659225082, 12.427914882904368, 21.49212745344956, 12.05148618905189, 17.793819966016798, 19.419905814462588, 24.099675043217502, 17.60296325181197, 10.514295090878134, 16.708459108844025, 22.579801227355325, 13.807872823773405, 22.13536508415517, 15.069509991668681, 23.099724247112647, 21.59762048904172, 12.986689859962055, 22.448333529933702, 20.313511615817, 18.888968684570663, 10.30686430513606, 18.019407327968725, 17.649865839093366, 18.340223275772956, 11.51046952258596, 23.61397855844088, 12.340450982615437, 20.958580247862773]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4026201315263036, 1.827933291490285, 2.8950742320250065, 2.5137323240717846, 3.946594018465553, 0.7587494085017603, 2.4423112809531804, 3.8942756741990303, 4.7108953122199875, 2.278764909284716, 1.6873215402946595, 2.5424731146028057, 2.224566408121987, 1.038818391383853, 3.9166650169788966, 3.170243294865882, 4.578674996257341, 3.373339845808517, 2.391465941302082, 4.444725187198847, 3.9695573321708797, 3.769706806261267, 2.124944413516898, 3.0579055546841785, 1.6435927096300293, 2.275772706699648, 2.224648051104883, 4.120429246444256, 1.7623340664916272, 3.205213842892061]","[19.47942, 17.270664, 38.71944, 22.036217, 36.76931, 19.981373, 30.162487, 34.09225, 42.456467, 29.805145, 18.005451, 28.890268, 38.26677, 22.976254, 38.639233, 26.360455, 40.272717, 36.754185, 22.872452, 39.637207, 35.194633, 32.61817, 18.150234, 30.476292, 29.463554, 31.074697, 20.262312, 41.411568, 21.419691, 36.461212]","[0.12237065972222222, 0.053283854166666665, 0.08729470486111111, 0.060184895833333335, 0.15101953125, 0.15335633680555555, 0.13484071180555557, 0.07513802083333333, 0.06751519097222222, 0.13086675347222224, 0.11605685763888889, 0.08349001736111111, 0.10300347222222223, 0.14846137152777777, 0.07602647569444444, 0.08760677083333333, 0.0887990451388889, 0.13994704861111112, 0.06428081597222222, 0.06490321180555556, 0.10507335069444444, 0.12286588541666667, 0.07191796875, 0.22171484375, 0.15595442708333335, 0.12207248263888888, 0.06800520833333333, 0.06762803819444445, 0.07317057291666666, 0.07302083333333333]"
7,"[11.080211315270214, 5.600000379220532, 6.522457368182145, 3.94566806762921, 5.2853578282190075, 3.389610901240271, 2.5743129118053343, 6.232541432028151, 3.470839845983715, 0.002766963502102371, 2.431162709330863, 1.7045521282469451, 6.812769845530061, 5.795270038619469, 1.798950665450132, 7.482021786373146, 5.346132475410485, 5.388248049923881, 1.1598016498611141, 0.035844408311060505, 8.875226504763027, 3.6017330349696035, 4.236631974768468, 6.4859922320103, 7.712867523977229, 1.3126126266173088, 6.726685895992992, 8.37179168089396, 0.5272844532942056, 1.1887914681156495]","[17.741541626985374, 21.350211827642774, 21.96042877884208, 13.448810554860902, 16.607543709052713, 19.60015043416645, 14.349579589769473, 17.956414559633828, 24.810597942093075, 9.46118710010583, 20.05944424587352, 19.05057571765857, 19.345629468555423, 13.886045649995786, 14.00189997363547, 16.079141827513652, 13.040645365843016, 22.70528601632025, 13.073721866415308, 13.501688599336969, 20.57500673986728, 11.125959542153499, 22.58580064138824, 14.107304887203796, 21.473379349005228, 10.860080652413018, 16.624892844223485, 24.737369435934106, 11.581408755589797, 17.184517034001093]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.543205896469924, 2.764998780634488, 2.724428682911407, 1.7518232870553114, 2.771757130136397, 1.686141335195971, 1.969568095887321, 3.303859078376462, 4.849863300197291, 0.8813789444288491, 2.3653543020228227, 2.8988655545270676, 2.9489790550367614, 2.2257571197581068, 2.4775173840359033, 2.413044183507689, 1.5902467208340054, 3.546346509245956, 2.407492664160677, 1.9009103546817638, 4.100506520661529, 2.220428553439409, 2.9791631795424363, 2.5082039912133762, 3.952670527105505, 1.3475885636554135, 2.92942828010802, 3.628753474803159, 1.6612980793602243, 2.303255582141412]","[30.04854, 36.15324, 36.915466, 22.700481, 28.558588, 32.68557, 24.646315, 31.0822, 44.253, 16.169672, 34.29742, 33.345024, 32.856934, 23.514065, 24.746492, 26.91793, 21.601057, 39.1664, 23.303574, 23.711895, 35.589054, 19.483805, 38.63496, 24.022789, 37.120125, 18.636166, 28.457903, 41.939735, 20.271551, 29.836432]","[0.17062152777777778, 0.1250060763888889, 0.15020572916666666, 0.13580078125, 0.09247135416666667, 0.17147222222222222, 0.09152430555555556, 0.08250477430555556, 0.050666666666666665, 0.09746354166666667, 0.09825130208333334, 0.06674479166666666, 0.12157986111111112, 0.1347443576388889, 0.057796440972222224, 0.20048871527777778, 0.31201649305555557, 0.08569314236111111, 0.051196614583333334, 0.06357942708333333, 0.08586241319444445, 0.06750607638888889, 0.098671875, 0.12176041666666666, 0.08478342013888888, 0.09209331597222223, 0.10515407986111111, 0.12561111111111112, 0.06667925347222223, 0.07551736111111111]"
